epoch,loss
25,0.004886197405439182
26,0.0048752402264940035
27,0.004862185351303763
28,0.00484412779905064
29,0.0048286240774422584
30,0.004806295593142745
31,0.004799855452933936
32,0.004823117995107204
33,0.0048000170214850865
34,0.004784838326892134
35,0.004763407261991973
36,0.004782182999665196
37,0.004760569919117554
38,0.004744146263480915
39,0.00475730961610399
40,0.004732461665839058
41,0.0047408287300430224
42,0.004715600596355198
43,0.004715136275882425
44,0.0047144693958958836
45,0.004713134698964598
46,0.004698875433540128
47,0.004720136264753228
48,0.004693786865695462
49,0.0046932564334804
50,0.0047001082094582924
51,0.004696672128514942
52,0.004684727119906496
53,0.004669171186896156
54,0.004663414726552186
55,0.004644038442806612
56,0.004640007736867981
57,0.0046436393615832605
58,0.004637946849947128
59,0.004627898004061753
60,0.004622820478216603
61,0.004624692115653514
62,0.0046087105562001305
63,0.00460480249822379
64,0.004596821540020326
65,0.004587402233537878
66,0.00460480935270205
67,0.004590055548808735
68,0.0045954103548605345
69,0.004578859290255551
70,0.004599328680291772
71,0.004567132613123754
72,0.004570040732646883
73,0.004583159420669996
74,0.004574960623577222
75,0.004555901022582815
76,0.004561774905771469
77,0.004543129816453096
78,0.004543053960363213
79,0.004574339003488592
80,0.004552584571645493
81,0.004531979616108755
82,0.004546625624699152
83,0.004529330537031943
84,0.004532994659921813
85,0.00453116596106003
86,0.004522670034682873
87,0.004524883004411515
88,0.004531260138540757
89,0.004518260452672653
90,0.004505447334327338
91,0.004505538259420995
92,0.0045136790843881575
93,0.004497225241686212
94,0.0045022049420651135
95,0.004501765928031637
96,0.00449107438209578
97,0.004503883293294766
98,0.004496772788650421
99,0.004486654143736664
